"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
rpoH	53491.3064	38323.60514	68659.00765	1.791559208	0.841215723	9.80E-06	5.12E-05
fcl	21.58045436	10.88198286	32.27892586	2.966272439	1.568651109	1.00E-05	5.22E-05
t0425	7644.617594	9460.279058	5828.95613	0.616150548	-0.698645197	1.01E-05	5.25E-05
yacA	591.4787933	728.9803693	453.9772174	0.622756437	-0.683260066	1.05E-05	5.45E-05
t1461	150.604501	189.7262533	111.4827488	0.587597904	-0.767098844	1.05E-05	5.47E-05
t3831	356.5675165	439.9425528	273.1924802	0.620973076	-0.687397378	1.06E-05	5.50E-05
t1582	279.7629299	342.103681	217.4221788	0.635544693	-0.653934513	1.07E-05	5.53E-05
fucR	473.8409238	348.0947229	599.5871247	1.722482661	0.784489461	1.07E-05	5.57E-05
pdxK	112.2903893	83.47656428	141.1042142	1.690345254	0.757317948	1.08E-05	5.60E-05
hsdR	706.774528	848.8076368	564.7414192	0.665334988	-0.587847191	1.09E-05	5.62E-05
dinP	479.2582683	387.351242	571.1652945	1.474541018	0.560265955	1.10E-05	5.70E-05
eutE	32.24032761	17.66848444	46.81217077	2.649472903	1.405705372	1.11E-05	5.72E-05
t2863	94.88445589	56.60297408	133.1659377	2.352631463	1.234275341	1.13E-05	5.84E-05
yhjV	192.123097	136.1869738	248.0592201	1.821460695	0.865095864	1.14E-05	5.89E-05
cobD	259.1386651	317.0692432	201.208087	0.634587212	-0.656109647	1.15E-05	5.93E-05
yjeQ	1036.778102	1275.666374	797.8898299	0.625469046	-0.676989607	1.16E-05	5.95E-05
t3742	144.9062405	104.1167604	185.6957207	1.783533411	0.834738242	1.16E-05	5.95E-05
mrcB	1787.603728	1458.169258	2117.038198	1.451846682	0.537889109	1.18E-05	6.02E-05
yjeB	1048.235187	1256.42547	840.0449042	0.668599073	-0.580786741	1.19E-05	6.09E-05
t2844	294.1997523	214.8506596	373.5488451	1.738644162	0.797962695	1.21E-05	6.20E-05
t3459	153.5317074	118.7150811	188.3483337	1.586557764	0.665900048	1.22E-05	6.21E-05
ygeD	145.5093936	112.1204107	178.8983766	1.595591521	0.674091362	1.22E-05	6.22E-05
pitA	484.8894053	379.9873919	589.7914188	1.552134179	0.634253282	1.25E-05	6.38E-05
yfjA	2977.501785	3555.725692	2399.277877	0.674764615	-0.567543775	1.28E-05	6.47E-05
t3403	389.0919438	271.892106	506.2917816	1.862105484	0.896934801	1.27E-05	6.47E-05
t2360	1183.299061	1429.457711	937.1404106	0.65559156	-0.609130813	1.28E-05	6.47E-05
t2155	170.2774266	125.9127142	214.6421391	1.704689954	0.769509368	1.27E-05	6.47E-05
thdF	149.2285461	111.1827578	187.2743345	1.684382887	0.752220123	1.28E-05	6.47E-05
mltA	487.5626779	603.730588	371.3947677	0.615166392	-0.700951407	1.31E-05	6.60E-05
t2424	112.3509126	66.74147872	157.9603464	2.366749276	1.242906881	1.31E-05	6.64E-05
ppiB	5097.189167	6251.148706	3943.229628	0.630800804	-0.664743597	1.32E-05	6.68E-05
t0335	2075.22144	1670.11696	2480.32592	1.48512109	0.570580567	1.37E-05	6.90E-05
t4156	758.1084242	912.5866666	603.6301819	0.661449706	-0.596296632	1.38E-05	6.94E-05
gntT	134.4664694	100.0367075	168.8962313	1.688342564	0.755607656	1.50E-05	7.52E-05
cstA	665.3711996	506.7923905	823.9500088	1.625813695	0.701161946	1.50E-05	7.54E-05
t2682	42.12394288	24.54167875	59.70620702	2.432849343	1.282646982	1.50E-05	7.54E-05
t1996	164.4804675	120.8307429	208.1301921	1.722493689	0.784498697	1.51E-05	7.58E-05
yieN	801.9827955	949.7617376	654.2038534	0.68880839	-0.537825379	1.52E-05	7.59E-05
yhfC	139.6636589	93.10066044	186.2266574	2.000272141	1.000196295	1.52E-05	7.60E-05
t1092	3918.08638	4781.44355	3054.729209	0.63887175	-0.646401747	1.53E-05	7.63E-05
baeR	519.3917165	642.0063512	396.7770819	0.618026724	-0.694258872	1.55E-05	7.74E-05
celC	207.8367088	260.6902016	154.983216	0.59451109	-0.750224372	1.55E-05	7.74E-05
t1235	406.9123974	487.8925979	325.932197	0.668040873	-0.581991721	1.56E-05	7.75E-05
t0016	48.75465627	31.3880864	66.12122614	2.106570796	1.074896402	1.56E-05	7.75E-05
yebI	452.5817424	364.9723125	540.1911723	1.480088088	0.565683041	1.57E-05	7.80E-05
citF	97.98376893	67.5234784	128.4440594	1.902213311	0.927679037	1.62E-05	8.01E-05
yiiM	880.1835465	724.8796788	1035.487414	1.428495576	0.514496568	1.64E-05	8.12E-05
yraN	112.7037515	148.715306	76.69219691	0.515698074	-0.955401437	1.65E-05	8.16E-05
secB	1710.398004	2056.852722	1363.943286	0.663121512	-0.592654838	1.69E-05	8.34E-05
t2117	222.9171024	169.9633387	275.8708661	1.623119835	0.698769518	1.74E-05	8.58E-05
allR	1172.794023	1416.9911	928.5969453	0.655330118	-0.609706257	1.77E-05	8.75E-05
t3417	63.96320599	43.31290181	84.61351018	1.953540554	0.966091205	1.78E-05	8.76E-05
pyrD	88.10978042	63.30769511	112.9118657	1.783540935	0.834744328	1.78E-05	8.76E-05
invH	145.4171849	107.1225634	183.7118064	1.714968355	0.778181956	1.79E-05	8.77E-05
t0815	4139.346975	5014.933657	3263.760292	0.650808269	-0.619695514	1.82E-05	8.91E-05
flgF	14.15952688	6.184445157	22.13460861	3.579077516	1.83958779	1.85E-05	9.05E-05
pspC	3149.373412	2125.751831	4172.994992	1.96306781	0.973110008	1.86E-05	9.12E-05
yejD	403.73653	488.3507909	319.1222691	0.65346934	-0.613808546	1.88E-05	9.19E-05
t3735	816.5513011	972.2711868	660.8314154	0.679678082	-0.557076495	1.90E-05	9.26E-05
t1576	3453.433321	4125.986011	2780.88063	0.673991774	-0.569197112	1.91E-05	9.29E-05
t4265	117.0296791	148.3331762	85.72618201	0.577929929	-0.79103351	1.90E-05	9.29E-05
t1131	926.2291576	748.773899	1103.684416	1.473988901	0.559725661	1.91E-05	9.31E-05
nrfC	84.59232615	59.31006422	109.8745881	1.852545424	0.889508918	1.93E-05	9.37E-05
t1633	567.9961164	678.7665726	457.2256603	0.673612518	-0.570009145	1.93E-05	9.37E-05
t0772	31.85313988	17.66591583	46.04036392	2.606169098	1.381930694	1.94E-05	9.41E-05
gcl	171.7936381	130.8110502	212.776226	1.626592139	0.701852547	1.97E-05	9.56E-05
t1305	370.0841647	443.5465594	296.62177	0.668750019	-0.580461068	1.99E-05	9.64E-05
t1578	502.8020968	653.9511369	351.6530567	0.537735982	-0.895030084	2.04E-05	9.85E-05
ansA	198.5057233	245.5393443	151.4721022	0.616895442	-0.696902109	2.04E-05	9.85E-05
t0433	125.9166259	91.07454934	160.7587025	1.76513311	0.819776982	2.09E-05	0.000100633
t0923	342.3878759	252.8911137	431.884638	1.707788904	0.772129658	2.09E-05	0.000100654
menA	286.5987816	204.4204084	368.7771548	1.804013394	0.85121005	2.09E-05	0.00010079
ydhA	152.8732519	195.903859	109.8426448	0.560696687	-0.834707548	2.11E-05	0.000101173
t4361	222.9982518	170.128135	275.8683685	1.621532902	0.697358297	2.11E-05	0.000101173
t4501	190.8832301	247.5128863	134.2535739	0.542410441	-0.882543145	2.11E-05	0.000101311
yojL	41.77195044	23.86435208	59.67954879	2.500782279	1.32237946	2.16E-05	0.000103442
ybaN	152.7876384	208.8420552	96.73322169	0.463188421	-1.110328908	2.18E-05	0.000104331
narJ	126.7138946	97.30902721	156.118762	1.604360525	0.681998375	2.19E-05	0.000104629
rpsL	1100.542891	1298.060306	903.0254751	0.695672975	-0.523518818	2.20E-05	0.000105184
rpsU	1169.386033	1392.761225	946.0108405	0.679234045	-0.558019323	2.22E-05	0.000106152
ybeB	470.9293114	556.9125188	384.9461039	0.691214672	-0.532794254	2.24E-05	0.000106944
rstA	2841.662626	4142.01955	1541.305703	0.372114541	-1.426181328	2.25E-05	0.000107071
t1989	1624.687065	1915.155355	1334.218775	0.69666347	-0.521466179	2.26E-05	0.000107576
fldB	892.4497963	1067.125697	717.7738956	0.67262357	-0.572128761	2.31E-05	0.000109862
yafD	1961.613666	2460.598281	1462.62905	0.594420089	-0.75044522	2.33E-05	0.000110428
cspD	18725.57736	23645.56586	13805.58886	0.583855296	-0.776317242	2.36E-05	0.000111663
t4518	472.4005061	580.2041377	364.5968746	0.62839413	-0.67025839	2.40E-05	0.00011343
t4579	1610.765909	1293.129471	1928.402346	1.491267804	0.576539362	2.41E-05	0.000113914
t1064	1349.376924	1622.297211	1076.456636	0.663538487	-0.591747947	2.44E-05	0.000115183
t1842	1385.564103	1714.081458	1057.046748	0.61668408	-0.697396491	2.45E-05	0.000115791
ftsY	2024.193729	1633.885699	2414.501759	1.477766627	0.563418453	2.46E-05	0.000116087
exo	254.2439866	314.7961785	193.6917947	0.615292713	-0.700655189	2.50E-05	0.000117553
kefC	90.65467698	67.98502074	113.3243332	1.666901503	0.737168858	2.54E-05	0.000119279
t3554	68.66481489	48.50875364	88.82087614	1.831027794	0.87265369	2.54E-05	0.000119304
t4218	60.42634654	39.88823688	80.96445621	2.029782777	1.021325341	2.57E-05	0.000120722
lepB	1011.611469	827.1381736	1196.084763	1.446051943	0.532119376	2.58E-05	0.000120991
t2501	298.9842562	370.599733	227.3687794	0.613515767	-0.704827674	2.58E-05	0.000120991
envZ	400.3284859	323.0255508	477.6314209	1.478618084	0.564249463	2.59E-05	0.000121015
cydA	987.1451988	809.8962737	1164.394124	1.437707719	0.52377041	2.59E-05	0.00012121
t2036	16881.0571	21860.92228	11901.19193	0.544404841	-0.877248198	2.63E-05	0.000122958
mgtA	722.3195962	586.4946442	858.1445482	1.463175421	0.549102746	2.64E-05	0.000123224
sthB	91.59424295	67.44388988	115.744596	1.716161334	0.779185185	2.68E-05	0.00012483
yheS	413.1860967	328.5141671	497.8580263	1.515484189	0.599778801	2.68E-05	0.00012486
t0718	1896.894099	2319.242776	1474.545422	0.635787438	-0.653383584	2.69E-05	0.000124876
t2428	1249.221419	1484.42111	1014.021727	0.683109207	-0.549811858	2.77E-05	0.000128424
t0031	101.8934875	74.4799136	129.3070614	1.736133344	0.795877758	2.77E-05	0.00012846
t1865	1427.685456	1121.881194	1733.489718	1.545163362	0.627759375	2.78E-05	0.000128807
t0019	132.043998	99.64658251	164.4414136	1.650246395	0.722681447	2.79E-05	0.000128961
hslV	929.8837698	1134.354468	725.4130713	0.639494172	-0.644996884	2.80E-05	0.000129586
hycF	12.23145721	4.462006654	20.00090776	4.482491692	2.164300909	2.85E-05	0.000131737
dinI	150.2654064	101.3101344	199.2206783	1.966443726	0.975588901	2.86E-05	0.000131908
citC	55.00477857	37.31211655	72.69744058	1.948360139	0.962260373	2.86E-05	0.000131908
t4290	1855.889142	2216.730614	1495.04767	0.674438139	-0.568241972	2.91E-05	0.000133789
t3936	1263.383491	1017.438091	1509.328891	1.483460178	0.568966199	3.02E-05	0.000138877
t2002	783.6460599	931.6391519	635.6529679	0.68229525	-0.551531923	3.03E-05	0.000138989
t1037	96.79657255	62.90778551	130.6853596	2.07741154	1.054787046	3.04E-05	0.000139357
radA	459.0231533	368.3937017	549.6526049	1.492024979	0.577271689	3.05E-05	0.000139907
t3191	284.8194999	355.4557473	214.1832526	0.602559543	-0.730824284	3.06E-05	0.000140144
pspA	8429.544712	5541.183624	11317.9058	2.042506903	1.030340954	3.11E-05	0.000142185
t1629	1335.533023	1623.822335	1047.243711	0.644925056	-0.632796573	3.14E-05	0.000143531
cheY	370.9046874	298.1055951	443.7037798	1.488411446	0.57377339	3.29E-05	0.000150255
grpE	3639.354173	4380.609718	2898.098627	0.661574259	-0.596024993	3.30E-05	0.000150255
t3225	102.9428698	132.5882575	73.29748205	0.552820313	-0.855117467	3.30E-05	0.000150255
tviE	7708.083679	9482.507469	5933.65989	0.62574798	-0.676346367	3.33E-05	0.000151626
ilvY	924.1674923	756.008636	1092.326349	1.444859618	0.530929327	3.34E-05	0.000151798
smpA	3812.9839	4572.951511	3053.016289	0.667624899	-0.582890335	3.37E-05	0.000153006
truA	316.4629994	236.5489223	396.3770765	1.67566638	0.744734942	3.40E-05	0.000154114
fepD	50.3344503	31.21666792	69.45223269	2.224844524	1.153704522	3.41E-05	0.000154551
t0971	994.7797514	796.0600789	1193.499424	1.499257978	0.58424865	3.49E-05	0.000157982
cytR	524.1681999	619.9652254	428.3711744	0.690960004	-0.533325892	3.52E-05	0.000159006
htrB	824.6282687	1014.453963	634.8025741	0.625757893	-0.676323512	3.52E-05	0.000159006
t1514	232.9666715	303.1452228	162.7881202	0.536997148	-0.897013667	3.53E-05	0.000159059
t0364	261.7037361	208.0649999	315.3424723	1.515595955	0.599885194	3.55E-05	0.000159854
t4378	1085.171132	1286.487208	883.8550568	0.687029806	-0.541555405	3.58E-05	0.00016108
uxuB	2758.609814	2210.382465	3306.837163	1.496047501	0.581155983	3.64E-05	0.000163581
t3236	587.3779082	692.3108541	482.4449622	0.696861763	-0.521055599	3.64E-05	0.000163581
ramA	4536.121991	5585.953493	3486.29049	0.62411735	-0.680110777	3.68E-05	0.000165018
uvrD	1835.99359	1494.478496	2177.508684	1.457035809	0.543036334	3.68E-05	0.000165024
t2026	1605.856976	1343.533404	1868.180548	1.390498027	0.475601697	3.70E-05	0.000165845
phoU	368.4388197	291.0042633	445.873376	1.532188467	0.615593767	3.71E-05	0.000166145
t3607	99.45502525	71.77592171	127.1341288	1.771264315	0.824779513	3.72E-05	0.000166371
tktB	521.2841441	617.2419047	425.3263836	0.689075677	-0.53726566	3.74E-05	0.000166831
recG	439.9461154	354.993089	524.8991418	1.478617917	0.5642493	3.79E-05	0.000169201
t3575	466.814661	381.5828896	552.0464324	1.446727428	0.532793135	3.81E-05	0.00016958
yafC	367.8956157	446.617366	289.1738654	0.647475641	-0.627102177	3.88E-05	0.000172761
fhuD	84.18166447	115.8944871	52.46884184	0.452729402	-1.143279091	3.93E-05	0.000174831
uvrA	822.2616958	666.1555689	978.3678227	1.468677691	0.554517824	3.99E-05	0.000177236
t3780	83.06906516	57.61096054	108.5271698	1.883793791	0.91364105	4.00E-05	0.000177332
efp	2148.993699	2547.652654	1750.334743	0.687038219	-0.541537737	4.01E-05	0.000177753
flgN	703.8558153	562.7638963	844.9477342	1.501424913	0.586332327	4.04E-05	0.000179073
t2640	1136.936169	1406.78914	867.0831977	0.616356192	-0.698163769	4.05E-05	0.000179373
trpA	327.171551	255.9919337	398.3511682	1.556108282	0.637942454	4.12E-05	0.000182135
t4321	48.1233814	32.36423775	63.88252505	1.973861567	0.981020813	4.13E-05	0.00018217
t3109	2896.325155	3578.54346	2214.106851	0.618717329	-0.692647654	4.15E-05	0.000182956
corE	251.7710523	314.2695684	189.2725362	0.602261737	-0.73153749	4.15E-05	0.000183071
t2340	238.3765395	147.9175258	328.8355533	2.223100687	1.152573292	4.25E-05	0.000187209
t1926	108.1356977	136.4573985	79.81399693	0.584900473	-0.773736939	4.33E-05	0.00019032
nemA	482.477763	395.3723597	569.5831662	1.440624647	0.526694492	4.35E-05	0.000190951
fadB	93866.90196	68573.0929	119160.711	1.737718192	0.797194138	4.37E-05	0.000191796
rbsR	488.5956079	581.8392986	395.3519171	0.679486446	-0.557483322	4.42E-05	0.000193929
t2855	699.5417327	835.7296567	563.3538088	0.674086176	-0.568995055	4.51E-05	0.000197635
sdiA	1244.88015	1005.979355	1483.780946	1.474961626	0.560677421	4.52E-05	0.000197928
sdaA	393.3971384	462.2437245	324.5505523	0.702119975	-0.510210522	4.53E-05	0.00019802
staC	588.0446469	688.6787291	487.4105648	0.707747378	-0.498693596	4.55E-05	0.000198599
yieG	316.2800778	248.3126335	384.2475222	1.547434445	0.629878293	4.59E-05	0.000200211
t2264	103.9570636	131.9861124	75.92801479	0.575272757	-0.797681943	4.66E-05	0.00020321
ybeD	1830.794255	2234.699607	1426.888904	0.638514859	-0.647207902	4.74E-05	0.000206367
codB	185.7433108	228.1197238	143.3668977	0.628472169	-0.670079236	4.79E-05	0.000208468
t3087	840.712624	1006.424159	675.0010893	0.670692455	-0.576276723	4.96E-05	0.000215642
pykA	2373.470974	2854.462567	1892.479381	0.662989735	-0.592941562	4.98E-05	0.000216115
pagP	499.2095594	604.6017463	393.8173725	0.651366581	-0.618458391	5.01E-05	0.000217309
yecG	450.1098637	568.2405835	331.9791438	0.584222869	-0.775409263	5.19E-05	0.000224594
t4507	150.5476337	113.7554905	187.3397769	1.646863602	0.719721072	5.22E-05	0.000225683
yigI	1063.274053	1256.935062	869.6130431	0.691852005	-0.531464633	5.22E-05	0.000225683
yjeI	3006.552164	3743.008011	2270.096316	0.606489836	-0.721444626	5.26E-05	0.000227012
rmbA	43.18935767	26.01871284	60.3600025	2.319868891	1.214043273	5.30E-05	0.00022884
tnpA	80.91288713	102.1072732	59.71850102	0.584860403	-0.773835777	5.36E-05	0.000230918
amiA	502.7146655	612.1173004	393.3120307	0.642543562	-0.638133828	5.41E-05	0.000232807
aas	404.4562702	318.7342967	490.1782437	1.537889862	0.620952187	5.42E-05	0.000232948
t1859	726.1316243	596.1871007	856.0761479	1.435918602	0.521973969	5.48E-05	0.000235427
rpoA	11217.42182	8799.481719	13635.36192	1.549564208	0.631862536	5.54E-05	0.000237466
t1754	188.8098379	235.9647742	141.6549015	0.600322239	-0.736190982	5.54E-05	0.000237466
t4551	208.1605	253.4590955	162.8619045	0.642556954	-0.638103759	5.56E-05	0.000238292
t4148	300.8578997	238.6833526	363.0324468	1.520979335	0.605000551	5.72E-05	0.000244968
sirA	3616.107899	4318.727838	2913.48796	0.674617172	-0.567859053	5.74E-05	0.000245261
t0563	177.1938917	219.8334717	134.5543117	0.612073815	-0.708222445	5.78E-05	0.000246915
t0734	73.92404083	52.2096631	95.63841857	1.831814513	0.873273425	5.86E-05	0.000249899
t0712	286.9229931	230.8339182	343.012068	1.485969093	0.571404109	6.08E-05	0.000258983
t2133	80.31705392	108.0296655	52.60444234	0.486944416	-1.038170996	6.09E-05	0.000259224
t2696	3641.42126	4350.714167	2932.128353	0.67394185	-0.569303979	6.11E-05	0.000259976
dppF	136.971123	107.6462268	166.2960192	1.544838348	0.627455882	6.30E-05	0.000267892
lolA	1096.584811	1301.832535	891.3370863	0.68467876	-0.546500836	6.38E-05	0.000271049
ybeF	189.8886162	228.6411477	151.1360847	0.661018746	-0.597236909	6.41E-05	0.000271784
t0574	137.7716019	170.7210238	104.8221801	0.613996904	-0.703696713	6.67E-05	0.000282754
sscA	17385.51827	21557.50589	13213.53064	0.612943385	-0.706174269	7.03E-05	0.000297486
t2807	121.2484671	83.38406842	159.1128658	1.908192642	0.932206826	7.12E-05	0.000300967
t2157	151.0072707	116.5684905	185.4460509	1.590876318	0.669821678	7.13E-05	0.000301273
ygjN	11754.94161	9274.940287	14234.94294	1.534774618	0.618026811	7.24E-05	0.000305393
selB	406.5589552	334.3025311	478.8153793	1.432281645	0.518315214	7.26E-05	0.000306105
aegA	135.2020694	103.1014446	167.3026941	1.622699805	0.69839613	7.29E-05	0.000307265
t1789	22.05463147	12.70714417	31.40211877	2.471217635	1.305222071	7.32E-05	0.000307979
lldP	169.8181836	134.241382	205.3949852	1.530042243	0.613571485	7.34E-05	0.000308651
gmhA	1987.924888	2406.713808	1569.135967	0.651982783	-0.617094227	7.37E-05	0.000309373
t3302	180.2877562	140.7521044	219.823408	1.561777062	0.643188529	7.39E-05	0.000309972
tcfB	81.80118313	58.04130917	105.5610571	1.818722882	0.862925737	7.68E-05	0.000321538
ybbO	346.1090638	473.6720565	218.5460711	0.461386877	-1.115951123	7.68E-05	0.000321538
damX	761.1886182	619.0490444	903.3281919	1.459219104	0.545196522	7.78E-05	0.000325143
pspD	1743.389445	1211.696824	2275.082066	1.87760009	0.908889816	7.78E-05	0.000325143
ybhT	195.1281539	235.5205233	154.7357845	0.656994908	-0.606045906	7.85E-05	0.000328013
rfaE	571.3659823	462.4628719	680.2690927	1.470970177	0.556767998	8.08E-05	0.000337237
ligT	330.3444547	403.5834304	257.105479	0.637056578	-0.650506589	8.21E-05	0.00034223
t1120	54.47216709	73.92771385	35.01662032	0.473660262	-1.078075453	8.56E-05	0.000356388
t3090	384.8331837	307.6653139	462.0010534	1.501635162	0.586534337	8.62E-05	0.000358511
t0259	1157.477	1381.048294	933.9057061	0.676229579	-0.564414973	8.64E-05	0.000359084
t1039	542.0555732	639.8218575	444.2892889	0.694395297	-0.526170918	8.66E-05	0.000359428
srlE	53.02362279	35.47059608	70.57664949	1.98972268	0.992567367	8.84E-05	0.000366765
srfA	104.3512818	135.8452039	72.85735963	0.53632633	-0.898817013	8.88E-05	0.000367858
fis	162.3909352	128.9945897	195.7872806	1.517794514	0.601976486	8.89E-05	0.00036809
celF	1076.689683	882.252209	1271.127157	1.440775261	0.526845315	8.97E-05	0.000371026
citD	18.89485491	11.0479993	26.74171051	2.420502553	1.275306616	9.03E-05	0.000373173
malQ	165.0583944	130.0589829	200.0578059	1.538208291	0.621250874	9.05E-05	0.000373582
t0169	1227.250259	1466.144421	988.356098	0.674119196	-0.568924388	9.18E-05	0.000378552
asnB	893.6454925	751.9219183	1035.369067	1.37696354	0.46149036	9.19E-05	0.000378807
yijC	2196.820223	1809.918776	2583.721669	1.427534596	0.513525709	9.31E-05	0.000383212
ispB	1567.102182	1831.425552	1302.778812	0.711346858	-0.491374895	9.43E-05	0.000387882
t1139	236.3276898	291.2275284	181.4278511	0.62297631	-0.682750791	9.70E-05	0.000397655
t2364	891.6530781	1055.24597	728.0601864	0.689943584	-0.535449696	9.69E-05	0.000397655
pbpC	208.2749092	164.9431516	251.6066668	1.52541445	0.609201271	9.69E-05	0.000397655
rfbD	1479.888568	1741.682658	1218.094478	0.699377968	-0.515855747	9.79E-05	0.000401143
t2936	93.65460603	59.8182517	127.4909604	2.131305358	1.091737307	9.82E-05	0.000401746
yhjA	129.4104629	84.43154832	174.3893774	2.065452795	1.046458088	9.85E-05	0.000402798
ybjZ	2487.82915	2038.578861	2937.079439	1.440748502	0.52681852	9.87E-05	0.00040325
minD	3556.869066	4279.690289	2834.047844	0.66220863	-0.594642282	0.000100198	0.000408935
imp	3652.806204	4320.451224	2985.161183	0.690937365	-0.533373162	0.000100548	0.000409978
ssaI	42158.10778	52895.44444	31420.77111	0.594016582	-0.751424891	0.000101233	0.000412382
envE	578.680375	675.1597248	482.2010251	0.714202888	-0.485594128	0.000102328	0.000416059
t3541	482.943358	386.5773415	579.3093745	1.498560087	0.583576932	0.000102237	0.000416059
ubiG	932.9181625	1093.653015	772.1833099	0.706058777	-0.502139808	0.000102688	0.000417127
ydeZ	339.4335029	278.5909826	400.2760233	1.436787435	0.522846638	0.000102857	0.000417422
spaO	195.332464	109.7501538	280.9147743	2.559584334	1.355909541	0.000103902	0.000420871
